code,type
580,166
580,184
581,50
581,114
581,154
582,64
582,85
582,91
582,108
582,110
583,4
583,11
583,42
583,54
583,64
583,134
583,150
583,154
584,14
584,87
584,97
584,108
584,110
584,169
584,184
584,185
585,10
585,141
585,169
586,10
586,11
586,50
586,166
587,4
587,64
587,128
587,148
588,37
588,188
589,34
589,46
589,50
589,51
589,64
589,76
589,184
590,55
590,110
590,169
590,183
591,42
591,50
591,63
591,97
591,139
591,154
591,184
592,64
592,116
593,64
593,110
594,56
594,81
594,110
594,116
594,118
594,169
594,184
594,185
595,64
595,124
595,148
595,177
595,188
596,10
596,50
596,64
597,42
597,50
597,63
597,97
597,98
597,154
597,184
598,8
598,64
598,81
598,94
598,164
598,167
598,183
599,64
599,174
600,3
600,64
600,128
600,145
600,149
600,150
600,164
601,14
601,64
601,91
601,183
601,187
602,3
602,42
602,50
602,64
602,97
602,184
603,14
603,35
603,148
604,34
604,56
604,64
604,148
604,150
605,6
605,42
605,134
605,149
605,188
606,50
606,63
606,66
606,99
606,109
606,145
606,156
606,166
606,184
607,80
607,174
608,142
608,148
608,170
608,188
609,29
609,50
609,124
609,149
609,183
609,184
610,148
610,169
611,116
611,134
611,156
612,50
612,56
612,64
612,110
612,148
613,50
613,105
613,108
613,110
613,143
613,148
613,161
613,184
613,188
614,95
615,10
615,50
615,64
615,110
616,64
617,5
617,41
617,63
617,97
617,120
617,148
618,148
618,169
619,55
619,63
619,65
619,121
619,144
619,153
619,168
619,169
620,30
620,64
620,94
620,148
621,10
621,25
621,148
621,153
621,186
622,10
622,11
622,30
622,50
622,64
622,97
